meaning,name
"- noun
+ đại siêu thị
",hypermarket
"- noun
+ chứng viễn thị
",hyperopia
"- noun
+ dấu nối
",hyphen
"- noun
+ đường link
- verb
",hyperlink
"- noun
+ sự cường điệu
",hyperbole
"- adjective
+ hợp vệ sinh
",hygienic
"- noun
+ thánh ca
",hymn
"- adverb
",hygienically
"- noun
+ vệ sinh
",hygiene
"- adverb
",tyrannically
"- noun
+ nhân viên đánh máy
",typist
"- adjective
+ bạo ngược
",tyrannical
"- noun
+ sự đánh máy
",typing
"- adverb
",typically
"- verb
+ tiêu biểu cho
",typify
"- noun
+ loại
- noun
+ loại
+ chữ in
- verb
+ đánh máy
",type
"- noun
+ máy chữ
",typewriter
"- noun
+ bệnh thương hàn
",typhoid
"- noun
+ vua, ông trùm
",tycoon
"- noun
+ bão to
",typhoon
"- noun
+ hai người
",twosome
"- noun
+ bệnh sốt
",typhus
"- adjective
+ tiêu biểu
",typical
"- adjective
+ với, bằng hai tay
",two-handed
"- adjective
+ lừa lọc, giả dối
",two-faced
"- number
+ số 2
+ hai tuổi
- prefix
+ có hai
",two
"- noun
+ tiếng hót líu lo
- verb
+ hót líu lo
",twitter
"- adjective
+ hai chiều
",two-way
"- noun
+ thằng ngu, thằng ngốc
",twit
"- noun
+ hai tuổi
- adjective
+ người hoặc con vật được hai tuổi
",two-year-old
"- verb
+ co giật
+ kéo, giật phắt
- noun
+ sự co giật
",twitch
"- noun
+ sợi xe, sợi bện
- verb
+ xe, bện
",twine
"- adjective
+ méo mó
",twisted
"- noun
+ người không trung thực
",twister
"- verb
+ lấp lánh
+ long lanh
- noun
+ ánh mắt long lanh
+ sự lấp lánh
",twinkle
"- verb
+ quay, xoay nhanh
- noun
+ sự quay, sự xoay nhanh
",twirl
"- noun
+ con sinh đôi
+ cái giống nhau
",twin
"- verb
+ xoay, vặn
+ xoắn, bện
+ làm nhăn, làm méo
- noun
+ sự làm méo
+ vật bị làm méo
+ xoắn, cuộn, vặn
+ thay đổi hướng
",twist
"- noun
+ cơn đau nhói
",twinge
"- noun
+ lúc choạng vạng
+ lúc thoái trào
",twilight
"- verb
+ xoay
",twiddle
"- number
+ số 20
+ 20 tuổi
- prefix
+ có 20
",twenty
"- adverb
+ 24/7
",twenty-four seven
"- noun
+ một phần 20
+ số thứ tự 20
",twentieth
"- adverb
+ hai lần
+ lớn gấp hai lần
+ tốt gấp hai lần
",twice
"- noun
+ cành con, nhánh con
",twig
"- noun
+ 20 tuổi
- adjective
+ 20 tuổi
",twenty-year-old
"- noun
+ 12 tuổi
- adjective
+ người/ vật 12 tuổi
",twelve-year-old
"- noun plural
+ những năm tuổi 20
+ nhiệt độ giữa 20 và 29
+ những năm 20
",twenties
"- noun
+ một phần 12
+ thứ tự số 12
",twelfth
"- number
+ số 12
+ 12 tuổi
- prefix
+ gồm 12
",twelve
"- verb
+ véo; vặn
- noun
+ cái véo
",tweak
"- noun plural
+ cái nhíp
",tweezers
"- noun
+ tiếng tưng tưng
- verb
+ làm kêu tưng tưng
",twang
"- noun
+ tiếng chiêm chiếp
+ tin nhắn Twitter
- verb
+ kêu chiêm chiếp
+ gửi tin nhắn Twitter
",tweet
"- noun
+ vải tuýt
",tweed
"- abbreviation
+ máy vô tuyến truyền hình
",TV
"- noun
+ áo vét tuxedo
+ bộ vét tuxedo
",tuxedo
"- noun
+ váy xòe
",tutu
"- adjective
+ thuộc gia sư
- noun
+ bài giảng
",tutorial
"- noun
+ thầy phụ đạo
+ gia sư
+ sách hướng dẫn âm nhạc
- verb
+ dạy
",tutor
"- noun
+ sự bảo vệ
+ sự giáo dục
",tutelage
"- interjection
+ tiếng tặc lưỡi
",tut(-tut)
"- noun
+ ngà
",tusk
"- noun
+ cổ cao, cổ lọ
",turtleneck
"- noun
+ rùa
",turtle
"- noun
+ súp thịt rùa
",turtle soup
"- noun
+ tháp
+ pháo trên xe tăng
",turret
"- noun
+ màu ngọc lam
+ có màu ngọc lam
- adjective
+ màu ngọc lam
",turquoise
"- noun
+ chơi lại, quay lại được
",turntable
"- noun
+ nhựa thông
",turpentine
"- noun
+ đường cao tốc thu lệ phí
",turnpike
"- noun
+ chứng suy dinh dưỡng trẻ em
",kwashiorkor
"- written abbreviation
+ kilowát
","kw, kW"
"- noun
+ cửa quay
",turnstile
"- noun
+ Kripton
",krypton
"- noun
+ que đan
",knitting needle
"- abbreviation
+ kilomet trên giờ
",kph
"- noun
+ chỗ phồng
+ nắm đấm cửa
",knob
"- noun
+ hạt
+ trọng tâm
",kernel
"- noun
",kidnapper
"- phrasal verb
+ tiếp tục
",keep on
"- noun
+ lò nung
",kiln
"- noun
+ thận
",kidney
"- verb
+ giết
- noun
+ sự giết
",kill
"- noun
+ kẻ giết người
",killer
"- phrasal verb
+ hủy diệt hoàn toàn
",kill off
"- noun
+ cá heo
",killer whale
"- phrasal verb
+ tránh xa; không bắt đầu
+ tránh; ngăn
",keep off
"- written abbreviation
+ cây số
",km
"- noun
+ sở trường
",knack
"- noun
+ ba lô
",knapsack
"- noun
+ chim kivi
",kiwi
"- noun
+ vốn được góp
",kitty
"- adjective
+ ham chơi
",kittenish
"- noun
+ mèo con
",kitten
"- noun
+ bếp nhỏ
",kitchenette
"- noun
+ trái kiwi
",kiwi fruit
"- noun
+ cái diều
",kite
"- noun
+ ba lô đựng quân trang
",kitbag
"- noun
+ bếp
",kitchen
"- phrasal verb
+ trang bị
",kit out
"- noun
+ hô hấp nhân tạo
",kiss of life
"- verb
+ hôn
- noun
+ nụ hôn
",kiss
"- noun
+ cá trích hun khói
",kipper
"- noun
+ quán
+ buồng điện thoại công cộng
",kiosk
"- noun
+ người bà con
",kinsman
"- adjective
+ quăn; xoắn
",kinky
"- noun plural
+ họ hàng
",kinsfolk
"- noun
+ chỗ thắt nút
",kink
"- noun
",kingliness
"- noun
+ chim bói cá
",kingfisher
"- adjective
+ xứng đáng làm vua
",kingly
"- adjective
+ thuộc động lực
",kinetic
"- noun
+ vương quốc
+ giới
",kingdom
"- adjective
+ cỡ lớn
",king-size
"- noun
+ vua
+ lá bài K
+ quân tướng; vua trong bàn cờ
",king
"- noun plural
+ họ hàng
- adjective
+ cùng loại
",kindred
"- noun
+ sự tốt bụng
",kindness
"- noun
+ củi nhóm lửa
",kindling
"- adverb
+ một cách tử tế
+ vui lòng
- adjective
+ chân thành
",kindly
"- verb
+ đốt lửa
",kindle
"- noun plural
+ dòng họ
- adjective
+ có họ
",kin
"- adjective
+ tốt bụng
",kind-hearted
"- noun
+ nhà trẻ
",kindergarten
"- noun
",kindliness
"- noun
+ loại
- adjective
+ tốt
",kind
"- noun
+ váy của người Scot len
",kilt
"- noun
+ áo kimono
",kimono
"- noun
+ kilowát
",kilowatt
"- phrasal verb
+ duy trì
",keep it up
"- noun
+ kilogram
",kilogram
"- noun
+ kilomét
",kilometre
"- phrasal verb
+ không cho ra ngoài
+ đứng bên vệ đường
",keep in
"- phrasal verb
+ kìm nén
",keep from
"- phrasal verb
+ cách xa
",keep away
"- phrasal verb
+ ngồi, nằm xuống
+ kìm hãm
+ nén lại
",keep down
"- phrasal verb
+ tránh xa
+ giấu không nói ra
+ giữ lại
",keep back
"- adverb
",keenly
"- noun
+ món Keri
",kedgeree
"- noun
",keenness
"- adjective
+ hăng hái nhiệt tình
+ sắc bén
+ rét buốt
",keen
"- verb
+ gìn giữ
+ giữ
+ giữ trong tình trạng
+ tiếp tục
+ dự trữ
+ chăm sóc
+ duy trì
+ lưu
+ giữ lại; níu kéo
+ chăm sóc
+ tuân theo
- noun
+ nuôi thân
",keep
"- noun
+ môn võ Ka ra te
",karate
"- noun
+ xuồng Cai Ac
",kayak
"- noun
+ thịt nướng
",kebab
"- noun
+ bông gạo
",kapok
"- noun
+ cao lanh
",kaolin
"- phrasal verb
+ đổ ngã nhào
",keel over
"- noun
+ sống tàu
",keel
"- noun
+ chuột túi
",kangaroo
"- noun
+ karaoke
",karaoke
"- adjective
+ có nhiều màu sắc
",kaleidoscopic
"- noun
+ kính vạn hoa
",kaleidoscope
"- phrasal verb
+ gây nên
",kick up
"- noun
+ chữ cái K
- abbreviation
+ nhân với 1000
+ km
+ kilobyte
+ độ Kelvin
",K
"- noun
+ trẻ em
+ dê con
+ da dê non
- verb
+ lừa gạt
",kid
"- verb
+ bắt cóc
",kidnap
"- phrasal verb
+ đối xử tệ
",kick about/around
"- phrasal verb
+ cú phát bóng (trong bóng đá)
",kick off
"- noun
+ kaki, có màu kaki
",khaki
"- written abbreviation
+ kilogram
",kg
"- noun
+ nút công tắc
+ bàn phím
",keypad
"- verb
+ đá
+ giật
- noun
+ cú đá
+ sự giật
+ sự bất ngờ thú vị
",kick
"- noun
+ lỗ khóa
",keyhole
"- noun
+ âm chủ đạo
+ ý chủ đạo
",keynote
"- noun
+ phẫu thuật nội soi
",keyhole surgery
"- noun
+ chìa khóa
+ phím
+ nút bấnm
+ tông, âm điệu
+ chìa khóa; bí quyết
+ bảng dịch kí hiệu
- adjective
+ then chốt
",key
"- noun
+ bàn phím
+ loại nhạc cụ bàn phím
",keyboard
"- noun
+ nước sốt cà chua
",ketchup
"- noun
+ trống định âm
",kettledrum
"- noun
+ dầu lửa
",kerosene
"- noun
+ lề đường
",kerb
"- noun
+ ấm đun nước
",kettle
"- noun
+ chất sừng
",keratin
"- adjective
+ sôi nổi
",keyed up
"- noun
+ độ Kelvin
",kelvin
"- noun
+ cũi chó
+ trại nuôi chó
",kennel
"- noun
+ người chăm sóc
+ thủ thành
",keeper
"- noun
+ đá lề đường
",kerbstone
"- noun
+ giữ gìn sức khỏe
",keep-fit
"- noun
+ vật lưu niệm
",keepsake
"- noun
+ tảo bẹ
",kelp
"- phrasal verb
+ theo kịp
+ giữ vững
",keep up
"- phrasal verb
+ theo
",keep to
"- noun
+ sự giữ gìn
",keeping
"- phrasal verb
+ không xen vào
",keep out of
"- phrasal verb
+ không đi vào
",keep out
"- noun
+ kinh Koran
",Koran
"- noun
+ gấu túi
",koala
"- noun
+ khớp đốt tay
",knuckle
"- adjective
+ hiểu biết
",knowing
"- adjective
+ rất hiểu biết
",knowledgeable
"- noun
+ sự hiểu biết
+ kiến thức
+ tri thức
",knowledge
"- adverb
+ tỏ ra hiểu biết
+ cố ý
",knowingly
"- noun
+ người tự cho mình biết mọi thứ
",know-all
"- noun
+ bí quyết
",know-how
"- adjective
+ nhiều nút
+ khó tháo gỡ
",knotty
"- verb
+ biết
+ thuộc
+ có quen
+ nhận ra
",know
"- noun
+ vòng gõ cửa
",knocker
"- adjective
+ vòng kiềng
",knock-kneed
"- phrasal verb
+ khởi động
+ làm có mang
",knock up
"- phrasal verb
+ hạ đo ván
+ bị loại
",knock out
"- phrasal verb
+ đổ, ngã nhào
",knock over
"- noun
+ nút
+ mắt gỗ
+ nhóm
+ hải lý
- verb
+ thắt nút
",knot
"- phrasal verb
+ ngừng làm việc
",knock off
"- phrasal verb
+ hành hạ
+ đi lang thang
+ kết bạn
",knock about/around
"- phrasal verb
+ uống
",knock back
"- phrasal verb
+ đánh ngã
+ hạ giá
",knock down
"- noun
+ việc đan
+ sản phẩm đan
",knitting
"- verb
+ gõ
+ làm rơi
+ đẩy
+ va vào
- noun
+ sự gõ
+ tiếng gõ
",knock
"- noun
",knitter
"- adjective
+ có bướu; có u
",knobbly
"- verb
+ đan
+ nối chặt; liên kết
",knit
"- noun
+ con dao
+ dao găm
- verb
+ đâm bằng dao
",knife
"- noun plural
+ quần chẽn gối
",knickers
"- noun
+ tước hiệu
",knighthood
"- noun
+ hiệp sỹ
+ người được phong tước
+ quân mã
- verb
+ phong tước
",knight
"- noun plural
+ quần chẽn gối
",knickerbockers
"- verb
+ quỳ xuống
",kneel
"- noun
+ hồi chuông báo tử
",knell
"- noun
+ xương bánh chè
",kneecap
"- adjective
+ sâu đến tận đầu gối
",knee-deep
"- verb
+ nhào trộn
",knead
"- noun
+ đầu gối
+ đầu gối quần
",knee
"- noun
+ quân J
",knave
"- noun
+ bước ngoặt
",turning-point
"- noun
+ doanh thu
+ sự quay vòng
",turnover
"- noun
+ cây củ cải
+ củ cải
",turnip
"- noun
+ loe
- phrasal verb
+ xuất hiện
+ được tìm thấy
+ vặn to
",turn-up
"- phrasal verb
+ đuổi ai
+ sản xuất
+ dọn dẹp
+ xuất hiện
+ tắt
+ hóa ra
",turn out
"- phrasal verb
+ bật, vặn nước
+ mở
+ mở đài
+ tấn công
",turn on
"- phrasal verb
+ nộp, giao
",turn over
"- phrasal verb
+ quay ngược trở lại
",turn back
"- phrasal verb
+ giao
",turn in
"- phrasal verb
+ giải tán, bỏ đi
",turn away
"- phrasal verb
+ từ chối
+ vặn nhỏ, giảm
",turn down
"- phrasal verb
+ tắt
+ vặn, khóa
+ tắt điện
",turn off
"- phrasal verb
+ trở nên ghét hay không thích ai
",turn against
"- noun
+ sự náo động
",turmoil
"- verb
+ xoay, vặn
+ quay về phía
+ đổi hướng
+ tập trung
+ đi dạo
+ biến thành
+ đổi màu
- noun
+ sự xoay
+ vòng xoắn
+ sự rẽ
+ lượt
+ đội xiếc
",turn
"- noun
",turbulence
"- noun
+ gà tây
+ thịt gà tây
",turkey
"- adverb
",turbulently
"- noun
+ lớp đất có cỏ
+ cỏ
- verb
+ trồng cỏ
+ đuổi đi, ném đi
",turf
"- adjective
+ hỗn loạn
",turbulent
"- noun
+ khăn xếp
",turban
"- noun
+ tua bin
",turbine
"- noun
+ áo của bộ quân phục
+ áo dài thắt ngang lưng
+ áo dài thắt ngang lưng
",tunic
"- noun
+ nguyên tố vonfram
",tungsten
"- noun
+ người lên dây nhạc cụ
+ phím điều chỉnh
+ bộ điều hưởng
",tuner
"- noun
",tunelessness
"- prefix
+ có động cơ tua bin
",turbo-
"- noun
+ đường hầm
- verb
+ xây dựng đường hầm
",tunnel
"- written abbreviation
+ viết tắt của aoxơ (ounce: đơn vị đo trọng lượng Anh; 1 oz = 28,35g)
",oz
"- noun
+ không khí trong lành
+ một loại oxy
",ozone
"- noun
+ tầng ozon
",ozone layer
"- noun
+ bãi nuôi sò
",oyster bed
"- noun
+ khí oxy
",oxygen
"- noun
+ mặt nạ oxy
",oxygen mask
"- noun
+ con hàu
",oyster
"- verb
+ oxy hóa
",oxidize
"- noun
",oxidation
"- noun
+ con bò
+ bò đực hoặc bò cái
",ox
"- noun
+ cây thường xuân
",ivy
"- noun
+ người chủ
",owner
"- noun
",ownership
"- abbreviation
+ thụ tinh trong ống nghiệm
",IVF
"- noun
+ ngà voi
",ivory
"- abbreviation
+ vòng tránh thai
",IUD
"- pronoun
+ bản thân cái đó
+ (nhấn mạnh) bản thân nó
+ tự nó
",itself
"- abbreviation
+ tĩnh mạch
- noun
+ truyền tĩnh mạch
",IV
"- adjective
+ của nó
",its
"- adjective
+ lưu động
",itinerant
"- noun
+ lịch trình
",itinerary
"- noun
+ khoản; món
+ tin tức
",item
"- noun
+ lốp, vỏ
",tyre
"- adjective
+ ngứa
",itchy
"- noun
+ bạo chúa
",tyrant
"- noun
",itchiness
"- verb
+ hành hạ, cai trị
",tyrannize
"- noun
+ sự bạo ngược
",tyranny
"- noun
+ chứng khó tiêu
",dyspepsia
"- adjective
",dyslexic
"- noun
+ chứng đọc khó
",dyslexia
"- noun
+ thuốc
+ ma túy; thuốc ngủ
- verb
+ dùng ma túy; thuốc ngủ
",drug
"- noun
+ công việc vất vả
",drudgery
"- adjective
+ nửa thức nửa ngủ
",drowsy
"- noun
+ người lao dịch
",drudge
"- noun
",drowsiness
"- verb
+ chết đuối
+ át
",drown
"- adverb
",drowsily
"- noun
",dormancy
"- adjective
+ không hoạt động
",dormant
"- noun
",distrustfulness
"- adverb
",dimly
"- adjective
+ nhỏ xíu
",diminutive
"- noun
+ sự giảm bớt
",diminution
"- verb
+ hạ bớt, giảm bớt
",diminish
"- adjective
+ bị giảm đi
",diminished
"- adjective
+ có hại
",detrimental
"- noun
+ sự giảm giá
",devaluation
"- noun
+ làm hại
",detriment
"- verb
+ phủ nhận
+ từ chối
",deny
"- adjective
+ đáng tin cậy
",dependable
"- verb
+ tin tưởng
+ tùy thuộc
+ phụ thuộc vào
",depend
"- noun
+ người sống dựa
",dependant
"- noun
+ cửa hàng bách hóa
",department store
"- noun
+ sự khởi hành
",departure
"- adjective
",departmental
"- noun
+ bộ; ban
",department
"- noun
",desecration
"- noun
+ chất khử mùi
",deodorant
"- verb
+ khởi hành
+ ngừng tiến hành
",depart
"- verb
+ bỏ đi
+ đào ngũ
- noun
+ sa mạc
",desert
"- verb
+ mạo phạm
",desecrate
"- noun
+ sự đi xuống
+ đường dốc
+ dòng dõi
",descent
"- verb
+ mô tả
+ cho là
",describe
"- noun
+ sự mô tả
+ sự tả
+ kiểu, loại
",description
"- noun
+ con cháu
",descendant
"- noun
",desalination
"- verb
+ xuống
+ dốc xuống
+ tấn công đột ngột
",descend
"- verb
+ khử muối
",desalinate
"- noun
+ nha khoa
",dentistry
"- noun
",denunciation
"- noun
+ cần trục lớn
+ giàn khoan
",derrick
"- noun
+ da liễu học
",dermatology
"- noun
",dermatologist
"- adjective
+ xúc phạm
",derogatory
"- noun
+ nha sỹ
",dentist
"- noun plural
+ bộ răng giả
",dentures
"- noun
+ vết lõm
- verb
+ làm lõm
",dent
"- noun
+ mật độ
+ tỷ trọng
",density
"- verb
+ tố giác
",denounce
"- adjective
+ dày đặc
+ rất ngu ngốc
",dense
"- verb
+ biểu thị
",denote
"- adverb
+ đông đúc
",densely
"- adjective
+ thuộc về răng
",dental
"- noun
+ mẫu số
",denominator
"- noun plural
+ quần Jean may bằng vải bông chéo
",denims
"- noun
+ loại; hạng
+ giáo phái
",denomination
"- noun
+ vải bông
",denim
"- noun
+ sự phủ nhận
+ sự từ chối
",denial
"- noun
",denigration
"- verb
+ gièm pha
",denigrate
"- noun
+ hang của thú dữ
+ phòng làm việc
",den
"- noun
",demureness
"- noun
+ sợi nhánh
+ hình cây
+ dạng nhánh cây
",dendrite
"- adverb
",demurely
"- adjective
+ nhút nhát
",demure
"- verb
+ làm nản lòng
",demoralize
"- noun
",demotion
"- adjective
+ tính từ/danh từ chỉ định
",demonstrative
"- noun
+ sự trình diễn
+ cuộc biểu tình
",demonstration
"- verb
+ giáng chức
",demote
"- noun
+ người biểu tình
+ thuyết minh
",demonstrator
"- verb
+ chứng minh
+ giải thích
+ biểu tình
",demonstrate
"- noun
+ ma quỷ
",demon
"- noun
",demolition
"- verb
+ phá hủy
",demolish
"- noun plural
+ số liệu thống kê dân số
",demographics
"- adverb
+ một cách dân chủ
",democratically
"- noun
+ nhân khẩu học
",demography
"- noun
",demographer
"- noun
+ đối tượng khách hàng
- adjective
+ thuộc nhân khẩu học
",demographic
"- adjective
+ thuộc dân chủ
+ tính dân chủ
",democratic
"- noun
+ người dân chủ
",democrat
"- noun
+ nguồn gốc từ
+ thuyết tiến hoá
",derivation
"- verb
+ xuất phát từ
+ có nguồn gốc từ
",derive
"- adjective
+ phái sinh
- noun
+ từ hoặc vật phái sinh
",derivative
"- noun
+ trò cười
",derision
"- adjective
+ thiếu đứng đắn
",derisory
"- adjective
+ chế giễu
+ nhạo báng
",derisive
"- verb
+ nhạo báng
",deride
"- noun
",derangement
"- noun
+ cấp phó
",deputy
"- verb
+ đại diện
",deputize
"- adjective
+ bị bỏ hoang
",derelict
"- noun plural
+ độ sâu
",depths
"- verb
+ uỷ quyền
+ trao quyền
",depute
"- adjective
+ bị loạn trí
",deranged
"- noun
+ đại biểu
",deputation
"- adjective
+ thiếu thốn
",deprived
"- noun
+ độ sâu
+ cường độ
",depth
"- adjective
+ làm chán nản
",depressing
"- verb
+ lấy đi của ai cái gì
",deprive
"- noun
+ sự nghèo khổ
+ sự tước đoạt
",deprivation
"- adjective
+ chán nản
+ đình trệ
",depressed
